Customer,ST,GENDER,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Policy Type,Vehicle Class,Total Claim Amount,State,Gender
KM58067,0,0,High School or Below,4526.94696,92921.0,112.0,0,Personal Auto,SUV,109.28708,California,F
EL42453,0,0,Bachelor,2519.569496,41372.0,64.0,0,Personal Auto,Four-Door Car,307.2,Washington,M
TP10619,0,0,High School or Below,4892.422239,26660.0,63.0,0,Personal Auto,Two-Door Car,453.6,California,F
AH41065,0,0,High School or Below,18943.26899,58851.0,79.0,1,Personal Auto,Four-Door Car,494.187643,Washington,M
SS63511,0,0,High School or Below,8564.768226,95697.0,107.0,0,Corporate Auto,Sports Car,178.006524,California,M
NE21279,0,0,Master,4419.539523,0.0,112.0,0,Personal Auto,SUV,537.6,California,F
TN71995,0,0,Bachelor,5637.740051,0.0,84.0,1,Personal Auto,Four-Door Car,403.2,Arizona,M
OM13505,0,0,Bachelor,5047.483378,81741.0,64.0,0,Corporate Auto,Four-Door Car,186.448395,Washington,M
KI83797,0,0,College,4913.118904,48295.0,63.0,0,Personal Auto,Four-Door Car,290.301553,Oregon,F
SH60585,0,0,High School or Below,5799.063709,65538.0,72.0,0,Personal Auto,Four-Door Car,261.341223,Nevada,F
GU33167,0,0,College,5568.984683,53997.0,69.0,0,Personal Auto,Four-Door Car,345.158393,Oregon,M
BX20846,0,0,College,3861.486269,93272.0,95.0,0,Personal Auto,Four-Door Car,281.110788,Oregon,F
VK69632,0,0,Bachelor,2912.913958,68899.0,74.0,0,Personal Auto,Two-Door Car,66.103422,California,F
RU72450,0,0,Bachelor,6980.325287,0.0,67.0,0,Corporate Auto,Four-Door Car,321.6,California,M
KN15789,0,0,High School or Below,6769.324811,0.0,97.0,0,Personal Auto,Four-Door Car,698.4,Nevada,F
GG29821,0,0,Bachelor,8193.555045,54950.0,103.0,0,Corporate Auto,SUV,480.578584,Oregon,M
RN98239,0,0,High School or Below,7519.133631,96306.0,95.0,1,Personal Auto,Four-Door Car,185.355353,California,M
NE83217,0,0,Bachelor,3746.03079,70342.0,96.0,1,Personal Auto,Four-Door Car,685.907341,Nevada,F
YU72630,0,0,High School or Below,2592.437797,72421.0,65.0,0,Personal Auto,Four-Door Car,312.0,Arizona,M
EZ80325,0,0,Bachelor,4548.291613,0.0,132.0,3,Personal Auto,Sports Car,950.4,California,F
CE41738,0,0,College,2885.002508,77748.0,72.0,0,Personal Auto,Two-Door Car,7.214579,Oregon,F
HF15113,0,0,Bachelor,4883.551402,19096.0,64.0,0,Personal Auto,Two-Door Car,374.8996,Oregon,F
WZ83320,0,0,Master,9061.057741,73876.0,112.0,0,Personal Auto,Four-Door Car,419.303041,Arizona,F
XX31571,0,0,High School or Below,16728.34386,0.0,237.0,0,Personal Auto,Luxury Car,1706.4,Washington,M
US90854,0,0,Bachelor,11177.7521,20742.0,100.0,0,Personal Auto,SUV,455.851876,Oregon,M
FX55357,0,0,College,4364.311891,44804.0,114.0,0,Corporate Auto,SUV,778.350073,Arizona,M
LR32149,0,0,Bachelor,22940.38215,52993.0,64.0,0,Personal Auto,Four-Door Car,304.699889,Arizona,F
UK66803,0,0,Bachelor,4926.282836,49185.0,61.0,0,Corporate Auto,Two-Door Car,126.950071,Oregon,F
VO87159,0,0,High School or Below,23086.36478,69240.0,194.0,0,Personal Auto,Luxury SUV,744.769131,Oregon,F
QK23524,0,0,Bachelor,5149.301306,26877.0,131.0,0,Personal Auto,SUV,628.8,Oregon,F
ZQ37164,0,0,Bachelor,8016.747629,82828.0,67.0,1,Personal Auto,Four-Door Car,217.472776,Arizona,F
FG47217,0,0,Bachelor,2538.857089,99824.0,63.0,0,Special Auto,Four-Door Car,302.4,California,M
FQ46354,0,0,Bachelor,10498.92645,30352.0,89.0,0,Personal Auto,Four-Door Car,146.110685,California,M
AG56998,0,0,College,2448.646138,0.0,69.0,0,Corporate Auto,Two-Door Car,331.2,Oregon,M
KG23128,0,0,Bachelor,6057.07208,27681.0,83.0,0,Personal Auto,Two-Door Car,398.4,Oregon,M
NX34811,0,0,Bachelor,8295.837442,85478.0,103.0,0,Personal Auto,Two-Door Car,224.159416,Nevada,F
PY79729,0,0,High School or Below,2786.661219,94310.0,70.0,4,Corporate Auto,Four-Door Car,430.769347,Oregon,F
VJ64329,0,0,College,25464.82059,13663.0,97.0,0,Corporate Auto,Four-Door Car,465.6,Oregon,F
CO71312,0,0,High School or Below,11469.62991,10384.0,151.0,0,Personal Auto,SUV,914.434097,Arizona,F
VG83453,0,0,Doctor,3557.368368,17272.0,93.0,0,Personal Auto,Two-Door Car,446.4,California,M
JD78271,0,0,College,8317.302513,64367.0,104.0,0,Personal Auto,SUV,96.431061,Nevada,F
XM69101,0,0,Bachelor,7601.951104,47519.0,96.0,0,Personal Auto,Two-Door Car,245.248248,Oregon,M
HK30754,0,0,College,9426.971158,26263.0,85.0,0,Special Auto,Two-Door Car,475.159732,Arizona,M
WJ47053,0,0,Bachelor,6418.849149,0.0,63.0,0,Personal Auto,Two-Door Car,556.85728,Oregon,M
HX36471,0,0,High School or Below,6788.084852,0.0,93.0,0,Personal Auto,Two-Door Car,855.341729,California,F
HS66275,0,0,High School or Below,3358.660979,77309.0,83.0,0,Personal Auto,Two-Door Car,596.320943,California,F
MB75636,0,0,College,2439.930981,50876.0,61.0,0,Personal Auto,Four-Door Car,171.248196,Oregon,F
KB35786,0,0,Bachelor,4505.85011,20284.0,65.0,1,Personal Auto,Four-Door Car,532.806637,Oregon,M
LX42787,0,0,College,2309.596399,22567.0,69.0,0,Personal Auto,Four-Door Car,496.8,California,M
SS34897,0,0,Bachelor,2541.523959,63546.0,64.0,0,Personal Auto,Four-Door Car,131.813652,California,M
ZQ92997,0,0,High School or Below,6414.081362,0.0,89.0,0,Personal Auto,Four-Door Car,640.8,Nevada,M
OB66874,0,0,College,2585.206268,28137.0,65.0,0,Personal Auto,Two-Door Car,312.0,Oregon,F
LE74625,0,0,Master,2961.31408,22608.0,77.0,0,Personal Auto,Four-Door Car,369.6,California,M
QN60028,0,0,Bachelor,2759.978287,92296.0,69.0,0,Corporate Auto,Two-Door Car,331.2,California,M
GV19121,0,0,College,3341.6835,0.0,69.0,5,Personal Auto,Two-Door Car,331.2,Oregon,M
PS43764,0,0,High School or Below,5169.49937,12430.0,73.0,0,Special Auto,Four-Door Car,350.4,Washington,M
YW60802,0,0,High School or Below,4117.37239,0.0,116.0,0,Personal Auto,SUV,1301.796063,Oregon,F
UI80897,0,0,High School or Below,5552.596353,50470.0,71.0,0,Corporate Auto,Two-Door Car,377.498287,Washington,M
VV35420,0,0,High School or Below,7285.030983,44788.0,61.0,0,Personal Auto,Four-Door Car,386.031248,Arizona,M
RW61528,0,0,College,13916.93446,52423.0,119.0,1,Corporate Auto,Four-Door Car,571.2,Nevada,F
LT60268,0,0,College,11044.42715,29696.0,139.0,0,Personal Auto,SUV,478.107847,Nevada,F
VA77345,0,0,College,3531.039178,26884.0,89.0,0,Special Auto,Four-Door Car,238.132215,Oregon,F
WG15595,0,0,College,2759.618207,64388.0,69.0,0,Personal Auto,Two-Door Car,331.2,California,M
FZ45665,0,0,Bachelor,6500.409697,0.0,61.0,0,Personal Auto,Four-Door Car,292.8,Oregon,F
MM90239,0,0,High School or Below,6369.262355,34498.0,83.0,0,Personal Auto,Two-Door Car,398.4,Oregon,M
UG18431,0,0,Bachelor,13083.48622,73060.0,108.0,0,Special Auto,SUV,518.4,Arizona,M
BE78308,0,0,Bachelor,2150.906016,0.0,63.0,0,Personal Auto,Two-Door Car,453.6,Oregon,M
EM29019,0,0,Bachelor,8447.888167,61337.0,105.0,0,Personal Auto,SUV,2.54009,Arizona,F
SK37917,0,0,College,5075.420953,0.0,73.0,0,Corporate Auto,Two-Door Car,350.4,Nevada,M
DD68171,0,0,Bachelor,3527.851585,59496.0,88.0,0,Personal Auto,Four-Door Car,189.144728,Arizona,F
NF20746,0,0,Bachelor,13061.51639,0.0,180.0,0,Personal Auto,Luxury Car,1474.267145,Oregon,F
PY48656,0,0,Master,6259.510365,37813.0,78.0,1,Corporate Auto,Four-Door Car,39.781368,Arizona,F
AO42003,0,0,College,16681.32634,55907.0,104.0,0,Corporate Auto,SUV,499.2,Oregon,F
DK41858,0,0,College,5791.610721,80480.0,72.0,0,Personal Auto,Four-Door Car,242.842607,Arizona,F
TY20016,0,0,Bachelor,7980.488637,72734.0,66.0,0,Personal Auto,Two-Door Car,195.218968,Oregon,M
OH76118,0,0,High School or Below,2767.499996,0.0,72.0,0,Personal Auto,Four-Door Car,22.326388,Washington,F
IZ79227,0,0,Bachelor,2975.256549,36548.0,76.0,0,Personal Auto,Four-Door Car,547.2,Arizona,M
HN10814,0,0,Master,4178.586494,62113.0,104.0,0,Personal Auto,SUV,5.894778,Arizona,M
OD25312,0,0,College,4734.257944,0.0,67.0,0,Personal Auto,Four-Door Car,747.458052,Arizona,M
ZR32858,0,0,Bachelor,4315.788632,41252.0,109.0,0,Personal Auto,SUV,514.059402,California,F
FC68244,0,0,High School or Below,6126.568309,61139.0,76.0,0,Personal Auto,Four-Door Car,364.8,Oregon,M
VS86041,0,0,Bachelor,2694.599099,26744.0,68.0,0,Corporate Auto,Two-Door Car,326.4,Arizona,F
EQ82942,0,0,Bachelor,9338.08481,0.0,132.0,0,Personal Auto,SUV,950.4,California,F
ZE82255,0,0,College,18680.99387,74640.0,66.0,0,Corporate Auto,Four-Door Car,375.514273,California,F
DA79544,0,0,Bachelor,2551.349248,88126.0,64.0,1,Personal Auto,Four-Door Car,151.973156,Oregon,M
WG33213,0,0,Bachelor,2808.078361,55005.0,70.0,1,Personal Auto,Four-Door Car,336.0,California,F
DP97298,0,0,High School or Below,9710.286449,33190.0,123.0,0,Personal Auto,Sports Car,40.950769,California,M
JH73645,0,0,High School or Below,15190.65404,0.0,71.0,4,Personal Auto,Four-Door Car,839.593218,California,M
SK98708,0,0,College,4069.776372,0.0,117.0,0,Corporate Auto,Four-Door Car,609.801279,Oregon,F
ZZ62245,0,0,High School or Below,6612.220871,0.0,97.0,2,Personal Auto,Four-Door Car,669.399277,Oregon,F
AU46604,0,0,Bachelor,2030.783687,0.0,64.0,1,Personal Auto,Four-Door Car,731.479725,California,M
HD44279,0,0,Bachelor,5090.44875,25226.0,71.0,1,Personal Auto,Four-Door Car,340.8,Arizona,F
LS99940,0,0,Master,3353.381136,63398.0,83.0,0,Personal Auto,Four-Door Car,292.206784,California,F
EY27917,0,0,Master,8532.989751,30092.0,108.0,0,Personal Auto,SUV,192.265438,Oregon,M
ZJ22033,0,0,College,2647.519741,37876.0,69.0,0,Corporate Auto,Four-Door Car,300.056383,Washington,M
TZ60132,0,0,High School or Below,6071.907243,12201.0,84.0,0,Corporate Auto,Four-Door Car,604.8,Oregon,F
XG74199,0,0,College,9061.767848,37970.0,115.0,0,Personal Auto,SUV,124.967415,Oregon,M
YM74115,0,0,Bachelor,2531.586761,28898.0,67.0,0,Corporate Auto,Four-Door Car,82.811346,Nevada,M
LO48126,0,0,High School or Below,2467.129805,23845.0,61.0,0,Personal Auto,Four-Door Car,292.8,Oregon,F
NM37561,0,0,High School or Below,7408.167551,62810.0,187.0,1,Corporate Auto,Luxury Car,32.874675,California,M
HW19141,0,0,Bachelor,3452.414955,65773.0,89.0,4,Corporate Auto,Four-Door Car,245.308491,Oregon,F
OD21455,0,0,Bachelor,4481.387593,0.0,69.0,0,Personal Auto,Four-Door Car,232.183503,California,M
WN14477,0,0,Bachelor,21235.44557,0.0,86.0,0,Personal Auto,Four-Door Car,568.746405,California,M
YK88644,0,0,Master,3370.074728,0.0,95.0,1,Personal Auto,Four-Door Car,476.903351,Nevada,M
YO41331,0,0,College,3746.751625,41479.0,94.0,1,Personal Auto,Two-Door Car,19.575683,Oregon,F
PB39857,0,0,Master,5129.608404,72433.0,126.0,0,Personal Auto,SUV,343.139611,California,M
NW67881,0,0,Bachelor,12300.005,74586.0,103.0,0,Personal Auto,SUV,494.4,Oregon,M
BN13780,0,0,Bachelor,18065.27192,0.0,234.0,0,Personal Auto,Luxury SUV,1135.141469,California,F
EZ70847,0,0,College,19644.76296,67326.0,69.0,0,Corporate Auto,Four-Door Car,331.2,Washington,F
YR75102,0,0,College,35900.07644,25285.0,114.0,0,Personal Auto,SUV,547.2,Arizona,M
RS30611,0,0,High School or Below,6838.767672,15871.0,89.0,0,Personal Auto,Four-Door Car,427.2,Arizona,M
QT61438,0,0,Master,6519.287872,38795.0,82.0,1,Corporate Auto,Two-Door Car,393.6,Oregon,M
MD44130,0,0,High School or Below,5712.380598,24882.0,72.0,0,Corporate Auto,Two-Door Car,345.6,Oregon,M
MS78828,0,0,College,5126.54272,33169.0,128.0,0,Personal Auto,SUV,614.4,Nevada,F
DG31826,0,0,Bachelor,4984.618655,86305.0,62.0,0,Corporate Auto,Four-Door Car,80.73124,California,M
WW67905,0,0,High School or Below,4102.199975,0.0,112.0,0,Corporate Auto,SUV,537.6,Oregon,M
LS92540,0,0,College,4111.197013,32210.0,103.0,0,Corporate Auto,SUV,494.4,California,F
RP92511,0,0,Bachelor,11085.87709,69090.0,139.0,0,Personal Auto,Sports Car,387.222556,Nevada,M
LK63879,0,0,High School or Below,4745.680421,0.0,63.0,0,Personal Auto,Four-Door Car,523.337427,California,F
BT20606,0,0,Doctor,5837.528088,83308.0,73.0,1,Personal Auto,Four-Door Car,419.471438,Arizona,M
WW31823,0,0,High School or Below,19190.31894,39034.0,68.0,0,Personal Auto,Four-Door Car,466.446708,Oregon,F
MN79082,0,0,College,6444.076976,46750.0,82.0,1,Corporate Auto,Two-Door Car,672.026958,Oregon,M
ID89933,0,0,Doctor,7255.577594,39786.0,91.0,1,Personal Auto,Four-Door Car,365.835977,Oregon,F
NM77390,0,0,High School or Below,8197.712164,56788.0,108.0,5,Special Auto,SUV,579.710188,Nevada,M
NN79124,0,0,Bachelor,4554.911887,90156.0,114.0,0,Personal Auto,SUV,388.346716,Nevada,M
DF97701,0,0,Bachelor,7069.740965,63867.0,89.0,1,Corporate Auto,Four-Door Car,432.361631,Oregon,F
EJ73184,0,0,Bachelor,4743.694528,83413.0,118.0,0,Personal Auto,SUV,134.801691,California,F
GE43335,0,0,College,4019.384424,0.0,118.0,0,Personal Auto,SUV,566.4,Nevada,M
HB68898,0,0,Bachelor,20239.38353,36116.0,171.0,2,Corporate Auto,SUV,158.126982,Oregon,F
UP80657,0,0,College,2674.730716,56342.0,69.0,0,Corporate Auto,Four-Door Car,331.2,Washington,M
PR13091,0,0,College,9206.429641,55542.0,117.0,0,Personal Auto,Sports Car,310.651386,Oregon,F
YV73432,0,0,College,23187.14574,58466.0,66.0,1,Personal Auto,Two-Door Car,316.8,Oregon,M
CG90504,0,0,College,4770.550911,12964.0,65.0,0,Personal Auto,Two-Door Car,362.774545,Oregon,F
SH12501,0,0,High School or Below,3768.086327,43412.0,94.0,0,Personal Auto,Two-Door Car,509.722387,Washington,M
ZR58728,0,0,Master,2893.739608,82611.0,74.0,1,Personal Auto,Four-Door Car,355.2,Nevada,M
NS57426,0,0,Bachelor,11611.94584,28915.0,76.0,0,Personal Auto,Four-Door Car,364.8,Arizona,M
HU99414,0,0,High School or Below,14246.14841,0.0,207.0,0,Personal Auto,Luxury Car,1490.4,Oregon,M
LP86596,0,0,High School or Below,2554.551152,0.0,70.0,0,Personal Auto,Four-Door Car,336.0,Arizona,F
HR92775,0,0,College,3226.516193,91774.0,81.0,0,Personal Auto,Four-Door Car,285.020982,California,F
DQ69331,0,0,High School or Below,2227.072755,27972.0,61.0,0,Personal Auto,Four-Door Car,292.8,Washington,M
SP41790,0,0,Bachelor,10623.40552,0.0,96.0,0,Personal Auto,Four-Door Car,460.8,California,M
YA52900,0,0,College,8304.688878,0.0,122.0,2,Corporate Auto,SUV,681.328474,Oregon,M
RQ88363,0,0,College,5155.529312,77857.0,64.0,0,Personal Auto,Four-Door Car,160.62847,California,F
OZ37864,0,0,Bachelor,4407.769164,0.0,62.0,0,Personal Auto,Four-Door Car,114.097383,Oregon,F
EH27304,0,0,Doctor,2955.495724,56502.0,74.0,0,Personal Auto,Four-Door Car,355.2,California,F
CR37971,0,0,Bachelor,3900.906002,95018.0,97.0,0,Personal Auto,Four-Door Car,315.879728,Oregon,M
KL54950,0,0,Bachelor,4531.372981,23705.0,122.0,4,Personal Auto,SUV,585.6,Oregon,M
DS75515,0,0,Bachelor,2813.309659,72333.0,70.0,0,Personal Auto,Two-Door Car,177.224451,California,M
YW72997,0,0,High School or Below,7196.721128,0.0,107.0,0,Personal Auto,SUV,770.4,Arizona,M
MR13691,0,0,Bachelor,6301.102478,47622.0,80.0,0,Personal Auto,Four-Door Car,305.544034,Arizona,M
PP20957,0,0,Bachelor,7799.440458,0.0,105.0,0,Personal Auto,SUV,504.0,Nevada,F
KJ41153,0,0,College,8292.626726,79632.0,106.0,1,Personal Auto,SUV,344.048739,Oregon,M
WX49215,0,0,Master,18534.61157,16154.0,62.0,1,Personal Auto,Four-Door Car,91.355165,Oregon,M
CH78309,0,0,College,2906.298309,72211.0,73.0,0,Personal Auto,Four-Door Car,44.912125,Oregon,M
UF54329,0,0,College,6089.77238,70892.0,76.0,0,Corporate Auto,Two-Door Car,206.709951,California,M
CQ59706,0,0,College,5016.144667,49367.0,63.0,0,Personal Auto,Four-Door Car,69.230355,Washington,F
KP77095,0,0,Bachelor,15470.59658,68086.0,194.0,0,Corporate Auto,SUV,218.342169,Arizona,F
PP14656,0,0,Master,5680.467468,90353.0,70.0,0,Personal Auto,Two-Door Car,72.617605,Washington,M
QM74025,0,0,High School or Below,4582.155128,49558.0,115.0,0,Personal Auto,SUV,552.0,Oregon,F
RW67951,0,0,Bachelor,8663.550386,93485.0,72.0,0,Personal Auto,Four-Door Car,127.104785,Washington,M
ED13353,0,0,High School or Below,5274.20076,10629.0,74.0,0,Personal Auto,Four-Door Car,532.8,Oregon,M
LG49010,0,0,Bachelor,2620.601718,10237.0,72.0,0,Personal Auto,Two-Door Car,253.637853,California,M
UA74474,0,0,College,4515.184003,87517.0,112.0,1,Corporate Auto,Four-Door Car,802.278237,Oregon,F
AC79024,0,0,Bachelor,5533.229132,23241.0,70.0,0,Personal Auto,Two-Door Car,504.0,Nevada,M
SD61306,0,0,High School or Below,5216.914471,60861.0,66.0,0,Personal Auto,Four-Door Car,65.425125,Arizona,M
PF88939,0,0,Doctor,7860.086842,21726.0,104.0,0,Personal Auto,SUV,697.010998,Nevada,M
FG64765,0,0,Bachelor,5016.553079,36313.0,67.0,2,Personal Auto,Four-Door Car,300.375887,Arizona,M
DC79319,0,0,Bachelor,3351.567048,29160.0,87.0,0,Personal Auto,Two-Door Car,417.6,California,F
HS45195,0,0,High School or Below,6732.202033,0.0,99.0,0,Personal Auto,Two-Door Car,712.8,California,M
VN73653,0,0,College,6423.739052,0.0,188.0,0,Corporate Auto,Luxury SUV,1621.560425,Oregon,M
WL72919,0,0,College,4974.8733,48139.0,63.0,0,Personal Auto,Four-Door Car,329.494,California,F
DO31181,0,0,College,4739.297046,0.0,76.0,5,Personal Auto,Two-Door Car,38.792481,Oregon,F
WY23230,0,0,College,6086.431746,13688.0,84.0,0,Personal Auto,Two-Door Car,403.2,Oregon,F
SK89479,0,0,College,5016.641406,0.0,73.0,0,Corporate Auto,Four-Door Car,525.6,California,M
BM30720,0,0,High School or Below,7341.794924,27649.0,63.0,0,Personal Auto,Four-Door Car,302.4,Nevada,F
XG92008,0,0,Master,3215.196994,24191.0,80.0,0,Personal Auto,Four-Door Car,103.750234,Arizona,F
CJ46674,0,0,High School or Below,2533.796807,0.0,71.0,0,Corporate Auto,Four-Door Car,517.056582,Oregon,M
UJ31096,0,0,High School or Below,5340.535477,58493.0,67.0,0,Personal Auto,Four-Door Car,321.6,Oregon,F
GS44464,0,0,High School or Below,3644.833554,82477.0,90.0,0,Personal Auto,Two-Door Car,432.0,California,F
XP35430,0,0,College,6382.047596,88663.0,79.0,0,Special Auto,Four-Door Car,379.2,Oregon,F
QI51950,0,0,High School or Below,4303.637883,74057.0,109.0,0,Personal Auto,SUV,523.2,Nevada,F
PL88841,0,0,Bachelor,4228.734374,0.0,63.0,2,Corporate Auto,Two-Door Car,302.4,Arizona,M
ZW51790,0,0,College,10426.08551,52342.0,66.0,3,Personal Auto,Two-Door Car,316.8,Arizona,F
MY80820,0,0,Bachelor,2484.747576,42012.0,63.0,0,Corporate Auto,Four-Door Car,40.754246,California,M
NE13752,0,0,Bachelor,8232.760182,56021.0,69.0,0,Personal Auto,Four-Door Car,279.51121,Arizona,M
VL51487,0,0,High School or Below,21768.69952,35124.0,137.0,0,Personal Auto,SUV,986.4,California,M
DD97473,0,0,High School or Below,2160.920387,0.0,62.0,1,Personal Auto,Four-Door Car,439.001718,Oregon,F
QJ89807,0,0,High School or Below,4423.690041,0.0,125.0,0,Personal Auto,SUV,900.0,Nevada,F
GK24074,0,0,College,3691.765242,37202.0,93.0,0,Personal Auto,Two-Door Car,322.528829,Arizona,F
DL61016,0,0,College,4940.508153,65985.0,71.0,5,Special Auto,Four-Door Car,42.43131,Oregon,M
EV60177,0,0,High School or Below,8503.942634,87771.0,74.0,4,Personal Auto,Four-Door Car,355.2,California,F
OS96036,0,0,College,41143.09011,63624.0,115.0,2,Personal Auto,SUV,306.337632,Arizona,F
AF37776,0,0,Bachelor,10419.16743,80192.0,129.0,0,Personal Auto,SUV,200.662297,California,F
NC78961,0,0,Bachelor,4139.89767,35945.0,105.0,0,Personal Auto,SUV,756.0,Oregon,M
YA15471,0,0,College,7627.660848,93004.0,63.0,0,Corporate Auto,Four-Door Car,205.957043,Oregon,M
KX80728,0,0,High School or Below,6162.369756,0.0,89.0,0,Personal Auto,Four-Door Car,941.347502,Washington,M
VV47792,0,0,College,25807.063,71210.0,214.0,1,Personal Auto,Luxury Car,1027.2,California,F
GE80842,0,0,College,15506.9278,99159.0,190.0,0,Personal Auto,Luxury SUV,912.0,Oregon,F
QA93530,0,0,College,5757.489397,81491.0,72.0,0,Personal Auto,Four-Door Car,61.715527,Nevada,F
GA27295,0,0,Master,39365.29616,99875.0,108.0,0,Personal Auto,SUV,114.972914,California,F
EL55611,0,0,High School or Below,5555.492159,51705.0,139.0,0,Personal Auto,SUV,545.291103,California,F
TL39050,0,0,Bachelor,23893.3041,39837.0,201.0,0,Corporate Auto,Luxury SUV,381.306996,Arizona,F
ZQ96022,0,0,College,9594.78115,31421.0,81.0,0,Personal Auto,Two-Door Car,388.8,Oregon,F
OM69210,0,0,Bachelor,5411.936509,81531.0,135.0,0,Personal Auto,SUV,420.434259,Arizona,M
VU72280,0,0,Bachelor,5318.89664,25134.0,67.0,0,Corporate Auto,Four-Door Car,321.6,California,F
WC21189,0,0,College,7731.713059,37386.0,97.0,0,Corporate Auto,Four-Door Car,465.6,California,F
JX50334,0,0,College,2004.350666,0.0,66.0,4,Corporate Auto,Four-Door Car,316.8,California,F
GB70736,0,0,College,5510.965059,99553.0,68.0,0,Corporate Auto,Four-Door Car,111.586995,Oregon,F
PU21485,0,0,Bachelor,11158.12643,0.0,161.0,0,Corporate Auto,SUV,1159.2,Arizona,F
MF49636,0,0,High School or Below,5390.27165,70705.0,69.0,2,Personal Auto,Two-Door Car,272.024652,Arizona,M
TG29325,0,0,College,2658.217729,22724.0,69.0,0,Personal Auto,Four-Door Car,9.424668,Nevada,F
MW83318,0,0,College,8826.611996,26320.0,111.0,0,Corporate Auto,SUV,603.819794,Oregon,F
LM54297,0,0,Bachelor,4713.404623,0.0,69.0,0,Personal Auto,Four-Door Car,806.534801,Nevada,M
NI78185,0,0,College,2393.915369,0.0,70.0,0,Personal Auto,Four-Door Car,425.266308,California,M
HL14274,0,0,College,11895.18188,88218.0,99.0,0,Personal Auto,Two-Door Car,50.32306,California,F
SF86727,0,0,Master,5580.960642,25180.0,70.0,0,Personal Auto,Four-Door Car,235.895575,Nevada,M
EM89554,0,0,Bachelor,8617.550432,48091.0,108.0,0,Personal Auto,SUV,132.041491,Oregon,F
XP50892,0,0,High School or Below,3940.123576,92539.0,100.0,0,Corporate Auto,SUV,25.713622,Oregon,M
VH77056,0,0,Bachelor,2448.765205,40658.0,61.0,1,Personal Auto,Four-Door Car,38.379869,Arizona,F
JF19701,0,0,Bachelor,4439.677708,75453.0,112.0,0,Special Auto,SUV,163.9498,Arizona,M
JN49891,0,0,College,2534.946955,94003.0,64.0,0,Personal Auto,Four-Door Car,307.2,Oregon,M
CX65318,0,0,Master,17420.56565,31737.0,218.0,0,Personal Auto,Luxury SUV,1046.4,Arizona,M
HL35876,0,0,College,2393.915369,0.0,70.0,0,Personal Auto,Four-Door Car,425.266308,Washington,M
RD87161,0,0,High School or Below,2681.332102,0.0,71.0,1,Personal Auto,Four-Door Car,340.8,Washington,F
CF50291,0,0,College,4272.80504,0.0,114.0,0,Personal Auto,Four-Door Car,1343.619461,California,F
VF35858,0,0,Bachelor,15284.33065,48885.0,190.0,0,Personal Auto,Luxury Car,1090.122048,California,M
XG55762,0,0,Bachelor,20186.34693,0.0,79.0,0,Corporate Auto,Four-Door Car,379.2,Nevada,F
EC28314,0,0,Bachelor,4984.618655,86305.0,62.0,0,Personal Auto,Four-Door Car,80.73124,California,M
GR53936,0,0,Bachelor,5246.278375,28909.0,66.0,0,Corporate Auto,Two-Door Car,456.702735,Oregon,F
DV51398,0,0,High School or Below,8827.229838,0.0,123.0,1,Personal Auto,SUV,1088.38378,California,M
YF81002,0,0,College,3269.013926,26140.0,84.0,1,Personal Auto,Two-Door Car,403.2,Oregon,M
YM20358,0,0,Bachelor,16979.79757,35095.0,73.0,0,Personal Auto,Two-Door Car,525.6,Oregon,M
AZ75509,0,0,Bachelor,2479.920134,31678.0,63.0,0,Personal Auto,Two-Door Car,76.629988,Arizona,F
No93155,0,0,Master,7200.566588,28245.0,62.0,0,Personal Auto,Two-Door Car,297.6,Arizona,M
FG21322,0,0,Bachelor,7917.119912,0.0,72.0,0,Personal Auto,Four-Door Car,345.6,Oregon,F
GO44613,0,0,High School or Below,24061.11048,19168.0,106.0,1,Personal Auto,SUV,508.8,Nevada,F
ZW93288,0,0,Master,19160.98994,22705.0,239.0,0,Personal Auto,Luxury SUV,1294.700423,California,F
MS67230,0,0,College,23295.06014,86481.0,65.0,0,Corporate Auto,Two-Door Car,189.971267,Nevada,F
FQ32742,0,0,Doctor,7553.936525,38008.0,68.0,4,Personal Auto,Four-Door Car,321.789644,Arizona,M
YF30946,0,0,College,2405.618791,63032.0,61.0,0,Personal Auto,Four-Door Car,404.550554,California,M
TH69908,0,0,College,4865.371797,27228.0,129.0,4,Personal Auto,Sports Car,238.262773,Washington,F
QA78691,0,0,Bachelor,16388.09542,0.0,68.0,1,Personal Auto,Four-Door Car,483.578159,Nevada,F
NL44360,0,0,Bachelor,2611.14858,13424.0,71.0,0,Personal Auto,Four-Door Car,340.8,Oregon,F
HO77809,0,0,College,8688.754812,59098.0,110.0,0,Personal Auto,SUV,665.931223,Oregon,F
MC30750,0,0,Master,13736.1325,16181.0,181.0,0,Personal Auto,SUV,1261.319869,Oregon,F
HU41273,0,0,High School or Below,8564.768226,95697.0,107.0,0,Personal Auto,Sports Car,178.006524,Oregon,M
VS73599,0,0,College,7019.177186,26806.0,63.0,0,Personal Auto,Four-Door Car,302.4,Arizona,M
TO74000,0,0,High School or Below,8114.409136,30595.0,69.0,0,Corporate Auto,Four-Door Car,446.08476,Oregon,M
MS45259,0,0,College,4864.382304,88079.0,61.0,0,Personal Auto,Two-Door Car,121.88814,Nevada,M
LI45265,0,0,Bachelor,8569.422637,99803.0,71.0,0,Personal Auto,Four-Door Car,189.143402,Oregon,F
